source,target,source_genesymbol,target_genesymbol,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,sources,references,curation_effort,dorothea_level,n_references,n_resources
P05412,P00750,JUN,PLAT,1,1,0,1,1,0,ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P05412,Q03405,JUN,PLAUR,1,1,0,1,1,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;PAZAR;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRD_DoRothEA;TRRUST_DoRothEA,HTRIdb:11234878;HTRIdb:16893520;HTRIdb:17510314;PAZAR:8798512,4,A,4,3
P05412,P49005,JUN,POLD2,1,0,0,0,0,0,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P05412,Q07869,JUN,PPARA,1,0,0,0,0,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,HTRIdb:18625220,1,A,1,2
P05412,Q03181,JUN,PPARD,1,1,0,1,1,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,DoRothEA:18625220;HTRIdb:18625220,2,A,1,2
P05412,P35354,JUN,PTGS2,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;DoRothEA;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,HTRIdb:12057991,1,A,1,2
P05412,P21246,JUN,PTN,1,1,0,1,1,0,HOCOMOCO_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P05412,P26022,JUN,PTX3,1,1,0,1,1,0,RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRD_DoRothEA,NA,0,A,0,0
P05412,P10826,JUN,RARB,1,1,0,1,1,0,HOCOMOCO_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P05412,Q01201,JUN,RELB,1,0,0,0,0,0,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P05412,P00797,JUN,REN,1,1,0,1,1,0,TFactS_DoRothEA;TRRD_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P05412,P62745,JUN,RHOB,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P05412,Q13950,JUN,RUNX2,1,0,0,0,0,0,FANTOM4_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P05412,P16581,JUN,SELE,1,0,0,0,0,0,RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
P05412,P05121,JUN,SERPINE1,1,0,0,0,0,0,ENCODE-proximal;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,1
P84022,P05412,SMAD3,JUN,1,1,0,1,1,0,RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q13485,P05412,SMAD4,JUN,1,1,0,1,1,0,RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P05412,O15105,JUN,SMAD7,1,1,0,1,1,0,FANTOM4_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P05412,P17947,JUN,SPI1,1,1,0,1,1,0,ENCODE-distal;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,1
P05412,P10451,JUN,SPP1,1,1,0,1,1,0,RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
P05412,P35321,JUN,SPRR1A,1,1,0,1,1,0,JASPAR_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRD_DoRothEA,NA,0,A,0,0
P05412,P22528,JUN,SPRR1B,1,1,0,1,1,0,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
P05412,Q9UBC9,JUN,SPRR3,1,0,0,0,0,0,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P42224,P05412,STAT1,JUN,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
P05412,P16949,JUN,STMN1,1,1,0,1,1,0,JASPAR_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P05412,P04155,JUN,TFF1,1,0,0,0,0,0,IntAct_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
P05412,P48307,JUN,TFPI2,1,1,0,1,1,0,RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRD_DoRothEA,NA,0,A,0,0
P05412,P01137,JUN,TGFB1,1,1,0,1,1,0,RegNetwork_DoRothEA;SIGNOR;TFactS_DoRothEA;TRED_DoRothEA,SIGNOR:23936544,2,A,1,1
P05412,P16035,JUN,TIMP2,1,0,0,0,0,0,ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P05412,P24821,JUN,TNC,1,1,0,1,1,0,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P05412,P01375,JUN,TNF,1,1,0,1,1,0,RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRD_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
P05412,O00220,JUN,TNFRSF10A,1,0,0,0,0,0,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P05412,P04637,JUN,TP53,1,0,1,1,0,1,DoRothEA;FANTOM4_DoRothEA;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,HTRIdb:17321721,1,A,1,2
P05412,P10599,JUN,TXN,1,0,0,0,0,0,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P05412,P54855,JUN,UGT2B15,1,1,0,1,1,0,DoRothEA;HOCOMOCO_DoRothEA;HTRIdb;HTRIdb_DoRothEA;IntAct_DoRothEA;JASPAR_DoRothEA;TRRUST_DoRothEA,HTRIdb:19487245,1,A,1,2
P05412,P19320,JUN,VCAM1,1,1,0,1,1,0,HOCOMOCO_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P05412,P11473,JUN,VDR,1,1,0,1,1,0,FANTOM4_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
P05412,P15692,JUN,VEGFA,1,1,1,1,0,1,DoRothEA;HTRIdb;HTRIdb_DoRothEA;KEGG-MEDICUS;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRD_DoRothEA;TRRUST_DoRothEA,HTRIdb:19553068,1,A,1,3
P05412,O43915,JUN,VEGFD,1,0,0,0,0,0,TRRUST_DoRothEA,NA,0,A,0,0
P05412,P08670,JUN,VIM,1,1,0,1,1,0,DoRothEA;ENCODE-proximal;ORegAnno;ORegAnno_DoRothEA;PAZAR;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRD_DoRothEA,DoRothEA:7986748;ORegAnno:7986748;PAZAR:7986748,3,A,1,4
P17275,P42771,JUNB,CDKN2A,1,0,0,0,0,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,HTRIdb:19340300,1,A,1,2
P17275,Q8N726,JUNB,CDKN2A,1,0,0,0,0,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,HTRIdb:19340300,1,A,1,2
P17275,P10909,JUNB,CLU,1,0,0,0,0,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,DoRothEA:10406964;HTRIdb:10406964,2,A,1,2
P17275,P35354,JUNB,PTGS2,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,DoRothEA:9620167;HTRIdb:9620167,2,A,1,2
P17275,P00533,JUNB,EGFR,1,1,0,1,1,0,HOCOMOCO_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P17275,P07476,JUNB,IVL,1,0,0,0,0,0,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P19838,P17275,NFKB1,JUNB,1,1,0,1,1,0,ENCODE-proximal;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,1
P40763,P17275,STAT3,JUNB,1,1,0,1,1,0,ENCODE-proximal;FANTOM4_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,1
P17535,P13501,JUND,CCL5,1,0,0,0,0,0,DoRothEA;ENCODE-distal;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,DoRothEA:10760799;HTRIdb:10760799,2,A,1,3
P17535,P51679,JUND,CCR4,1,1,0,1,1,0,IntAct_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
P17535,P29965,JUND,CD40LG,1,0,0,0,0,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,DoRothEA:11160303;HTRIdb:11160303,2,A,1,2
P17535,P10909,JUND,CLU,1,0,0,0,0,0,DoRothEA;ENCODE-proximal;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,DoRothEA:10406964;HTRIdb:10406964,2,A,1,3
P17535,P01040,JUND,CSTA,1,0,0,0,0,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,DoRothEA:9651321;HTRIdb:9651321,2,A,1,2
P17535,P15407,JUND,FOSL1,1,1,0,1,1,0,FANTOM4_DoRothEA;SIGNOR;TRRUST_DoRothEA,SIGNOR:13679379,2,A,1,1
P17535,P24522,JUND,GADD45A,1,1,0,1,1,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;ReMap_DoRothEA;TRRUST_DoRothEA,DoRothEA:17084916;HTRIdb:17084916,2,A,1,2
P17535,P08700,JUND,IL3,1,0,0,0,0,0,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P17535,P05231,JUND,IL6,1,1,0,1,1,0,TRRUST_DoRothEA,NA,1,A,0,0
P17535,P06756,JUND,ITGAV,1,0,1,1,0,1,JASPAR_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P17535,P05106,JUND,ITGB3,1,0,1,1,0,1,TRRUST_DoRothEA,NA,1,A,0,0
P17535,P07476,JUND,IVL,1,0,0,0,0,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,DoRothEA:10816578;HTRIdb:10816578,2,A,1,2
P17535,P45452,JUND,MMP13,1,1,0,1,1,0,HOCOMOCO_DoRothEA;JASPAR_DoRothEA;TFactS_DoRothEA,NA,1,A,0,0
P17535,P10242,JUND,MYB,1,1,0,1,1,0,ENCODE-distal;FANTOM4_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,1
P17535,P35228,JUND,NOS2,1,1,0,1,1,0,HOCOMOCO_DoRothEA;JASPAR_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P17535,P16083,JUND,NQO2,1,0,0,0,0,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,DoRothEA:16545679;HTRIdb:16545679,2,A,1,2
P17535,Q03405,JUND,PLAUR,1,0,0,0,0,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;PAZAR;TRRUST_DoRothEA,HTRIdb:11234878;HTRIdb:17510314;PAZAR:8798512,3,A,3,3
P17535,Q06945,JUND,SOX4,1,1,0,1,1,0,IntAct_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
P17535,P01137,JUND,TGFB1,1,1,0,1,1,0,TFactS_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q13118,P38936,KLF10,CDKN1A,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
O14901,P01308,KLF11,INS,1,1,0,1,1,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,HTRIdb:15774581,1,A,1,2
O14901,P52945,KLF11,PDX1,1,0,0,0,0,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;PAZAR;TRRUST_DoRothEA,DoRothEA:19843526;HTRIdb:19843526;PAZAR:19843526,3,A,1,3
Q9Y4X4,P05549,KLF12,TFAP2A,1,0,1,0,0,0,FANTOM4_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
Q9UIH9,O75197,KLF15,LRP5,1,1,0,1,1,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,DoRothEA:20141633;HTRIdb:20141633,2,A,1,2
Q9Y5W3,P29474,KLF2,NOS3,1,1,0,1,1,0,TRRUST_DoRothEA,NA,1,A,0,0
Q9Y5W3,P07204,KLF2,THBD,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
O43474,P18847,KLF4,ATF3,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
O43474,O15392,KLF4,BIRC5,1,0,1,1,0,1,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,DoRothEA:19361279;HTRIdb:19361279,2,A,1,2
O43474,P24385,KLF4,CCND1,1,1,0,1,1,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,HTRIdb:10908361,1,A,1,2
O43474,P12830,KLF4,CDH1,1,1,0,1,1,0,ReMap_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
O43474,P38936,KLF4,CDKN1A,1,1,0,1,1,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,HTRIdb:21652709,1,A,1,2
O43474,Q99795,KLF4,GPA33,1,1,0,1,1,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,DoRothEA:19551868;HTRIdb:19551868,2,A,1,2
O43474,Q16787,KLF4,LAMA3,1,1,0,1,1,0,ReMap_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
O43474,Q9H9S0,KLF4,NANOG,1,1,0,1,1,0,TFactS_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
O43474,Q01813,KLF4,PFKP,1,1,0,1,1,0,ReMap_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
O43474,P10276,KLF4,RARA,1,0,1,1,0,1,ReMap_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
O43474,P07204,KLF4,THBD,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
O43474,P11473,KLF4,VDR,1,0,1,1,0,1,ARACNe-GTEx_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q13887,O15392,KLF5,BIRC5,1,1,0,1,1,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,DoRothEA:16595680;HTRIdb:16595680,2,A,1,2
Q13887,P49327,KLF5,FASN,1,1,0,1,1,0,HOCOMOCO_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q13887,Q14512,KLF5,FGFBP1,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
Q13887,P46531,KLF5,NOTCH1,1,1,0,1,1,0,HOCOMOCO_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q99612,Q9UIK4,KLF6,DAPK2,1,1,0,1,1,0,TFactS_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q99612,Q16873,KLF6,LTC4S,1,1,0,1,1,0,ORegAnno_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
Q99612,P14780,KLF6,MMP9,1,0,1,1,0,1,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,HTRIdb:17071613,1,A,1,2
Q99612,P35228,KLF6,NOS2,1,1,0,1,1,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,DoRothEA:12590140;HTRIdb:12590140,2,A,1,2
Q03164,P46527,KMT2A,CDKN1B,1,0,0,0,0,0,ARACNe-GTEx_DoRothEA;IntAct_DoRothEA,NA,0,A,0,0
Q03164,Q12948,KMT2A,FOXC1,1,0,0,0,0,0,TFe_DoRothEA,NA,0,A,0,0
Q03164,Q99958,KMT2A,FOXC2,1,0,0,0,0,0,TFe_DoRothEA,NA,0,A,0,0
Q03164,P49639,KMT2A,HOXA1,1,0,0,0,0,0,TFe_DoRothEA,NA,0,A,0,0
Q03164,P31260,KMT2A,HOXA10,1,0,0,0,0,0,TFe_DoRothEA,NA,0,A,0,0
Q03164,P31270,KMT2A,HOXA11,1,0,0,0,0,0,TFe_DoRothEA,NA,0,A,0,0
Q03164,P31271,KMT2A,HOXA13,1,0,0,0,0,0,TFe_DoRothEA,NA,0,A,0,0
Q03164,P31268,KMT2A,HOXA7,1,0,0,0,0,0,IntAct_DoRothEA;ReMap_DoRothEA;TFe_DoRothEA,NA,0,A,0,0
Q03164,P31269,KMT2A,HOXA9,1,0,0,0,0,0,IntAct_DoRothEA;ReMap_DoRothEA;TFe_DoRothEA,NA,0,A,0,0
Q03164,P31273,KMT2A,HOXC8,1,0,0,0,0,0,TFe_DoRothEA,NA,0,A,0,0
Q03164,O00470,KMT2A,MEIS1,1,0,0,0,0,0,IntAct_DoRothEA;ReMap_DoRothEA;TFe_DoRothEA,NA,0,A,0,0
Q9UJU2,P10275,LEF1,AR,1,1,0,0,0,0,TFactS_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
Q9UJU2,O15392,LEF1,BIRC5,1,1,0,1,1,0,KEGG-MEDICUS;TFactS_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,1
Q9UJU2,P80098,LEF1,CCL7,1,0,0,0,0,0,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q9UJU2,P24385,LEF1,CCND1,1,1,0,1,1,0,JASPAR_DoRothEA;KEGG-MEDICUS;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,1
Q9UJU2,P15813,LEF1,CD1D,1,0,1,1,0,1,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q9UJU2,P47902,LEF1,CDX1,1,1,0,1,1,0,ReMap_DoRothEA;TFactS_DoRothEA,NA,0,A,0,0
Q9UJU2,P57739,LEF1,CLDN2,1,1,0,1,1,0,RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
Q9UJU2,P35222,LEF1,CTNNB1,1,0,0,0,0,0,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q9UJU2,P40126,LEF1,DCT,1,1,0,1,1,0,RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA,NA,1,A,0,0
Q9UJU2,P15924,LEF1,DSP,1,0,1,1,0,1,ARACNe-GTEx_DoRothEA;TFactS_DoRothEA,NA,1,A,0,0
Q9UJU2,Q92838,LEF1,EDA,1,0,0,0,0,0,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q9UJU2,P08246,LEF1,ELANE,1,1,0,1,1,0,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
Q9UJU2,O75030,LEF1,MITF,1,1,0,1,1,0,FANTOM4_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
Q9UJU2,P09237,LEF1,MMP7,1,1,0,1,1,0,RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
Q9UJU2,P01106,LEF1,MYC,1,1,0,1,1,0,FANTOM4_DoRothEA;KEGG-MEDICUS;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,1
Q9UJU2,Q99417,LEF1,MYCBP,1,1,0,1,1,0,TFactS_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q9UJU2,Q92823,LEF1,NRCAM,1,1,0,1,1,0,HOCOMOCO_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q9UJU2,P21589,LEF1,NT5E,1,0,0,0,0,0,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q9UJU2,P55895,LEF1,RAG2,1,0,0,0,0,0,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q9UJU2,O43623,LEF1,SNAI2,1,0,0,0,0,0,TRRUST_DoRothEA,NA,1,A,0,0
Q9UJU2,O15178,LEF1,TBXT,1,1,0,1,1,0,ReMap_DoRothEA;TFactS_DoRothEA,NA,0,A,0,0
Q9UJU2,P15923,LEF1,TCF3,1,0,0,0,0,0,JASPAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q9UBR4,P01225,LHX3,FSHB,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;TFe_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q9UBR4,P30968,LHX3,GNRHR,1,0,0,0,0,0,TFe_DoRothEA,NA,0,A,0,0
Q9UBR4,P01236,LHX3,PRL,1,0,0,0,0,0,ARACNe-GTEx_DoRothEA;TFe_DoRothEA,NA,0,A,0,0
Q9UBR4,P01222,LHX3,TSHB,1,0,0,0,0,0,ARACNe-GTEx_DoRothEA;TFe_DoRothEA,NA,0,A,0,0
Q969G2,P01215,LHX4,CGA,1,0,0,0,0,0,TFe_DoRothEA,NA,0,A,0,0
Q969G2,P01225,LHX4,FSHB,1,0,0,0,0,0,TFe_DoRothEA,NA,0,A,0,0
Q969G2,P01241,LHX4,GH1,1,0,0,0,0,0,TFe_DoRothEA,NA,0,A,0,0
Q969G2,P28069,LHX4,POU1F1,1,1,0,1,1,0,SIGNOR;TFe_DoRothEA;TRRUST_DoRothEA,SIGNOR:15998782,2,A,1,1
Q969G2,P01236,LHX4,PRL,1,0,0,0,0,0,TFe_DoRothEA,NA,0,A,0,0
Q969G2,P01222,LHX4,TSHB,1,0,0,0,0,0,TFe_DoRothEA,NA,0,A,0,0
P12980,P11308,LYL1,ERG,1,1,0,1,1,0,ReMap_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
O75444,P05112,MAF,IL4,1,1,0,1,1,0,TRRUST_DoRothEA,NA,1,A,0,0
O75444,P26010,MAF,ITGB7,1,1,0,1,1,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;ReMap_DoRothEA;TRRUST_DoRothEA,DoRothEA:17490615;HTRIdb:17490615,2,A,1,2
O75444,P00709,MAF,LALBA,1,1,0,1,1,0,DoRothEA;NFIRegulomeDB_DoRothEA;PAZAR;PAZAR_DoRothEA,PAZAR:1328867,1,A,1,2
O75444,P45452,MAF,MMP13,1,1,0,1,1,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,DoRothEA:20067416;HTRIdb:20067416,2,A,1,2
Q8NHW3,P01308,MAFA,INS,1,0,0,0,0,0,TRRUST_DoRothEA,NA,0,A,0,0
Q9ULX9,P30559,MAFF,OXTR,1,0,0,0,0,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,DoRothEA:10527846;HTRIdb:10527846,2,A,1,2
O15525,P15559,MAFG,NQO1,1,0,0,0,0,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,DoRothEA:11013233;HTRIdb:11013233,2,A,1,2
O60675,P15559,MAFK,NQO1,1,0,0,0,0,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,DoRothEA:11013233;HTRIdb:11013233,2,A,1,2
P61244,Q12980,MAX,NPRL3,1,0,1,1,0,1,JASPAR_DoRothEA;ORegAnno_DoRothEA,NA,0,A,0,0
P61244,P11926,MAX,ODC1,1,1,0,1,1,0,DoRothEA;ENCODE-proximal;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,DoRothEA:8262968;HTRIdb:8262968,2,A,1,3
P61244,P84101,MAX,SERF2,1,1,0,1,1,0,DoRothEA;ENCODE-proximal;HOCOMOCO_DoRothEA;ORegAnno;ORegAnno_DoRothEA,DoRothEA:22951020;ORegAnno:22951020,2,A,1,3
P56270,P03956,MAZ,MMP1,1,1,0,1,1,0,IntAct_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
P56270,P01106,MAZ,MYC,1,0,0,0,0,0,DoRothEA;FANTOM4_DoRothEA;PAZAR;PAZAR_DoRothEA,PAZAR:1549358;PAZAR:1567856;PAZAR:2721961;PAZAR:8355712,4,A,4,2
Q9UIS9,Q15047,MBD1,SETDB1,1,0,1,1,0,1,ARACNe-GTEx_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q02078,P05412,MEF2A,JUN,1,1,0,1,1,0,ABS;DoRothEA;ENCODE-proximal;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;PAZAR;PAZAR_DoRothEA;TRRUST_DoRothEA,DoRothEA:12054430;PAZAR:1406636;PAZAR:8355696,3,A,3,4
Q02078,Q9Y5W3,MEF2A,KLF2,1,0,0,0,0,0,FANTOM4_DoRothEA,NA,1,A,0,0
Q02078,P14672,MEF2A,SLC2A4,1,1,0,1,1,0,DoRothEA;HOCOMOCO_DoRothEA;HTRIdb;HTRIdb_DoRothEA;JASPAR_DoRothEA;PAZAR;PAZAR_DoRothEA;TRRUST_DoRothEA,HTRIdb:18198354;PAZAR:9571041,2,A,2,3
Q02078,Q9BQB4,MEF2A,SOST,1,0,1,1,0,1,TRRUST_DoRothEA,NA,1,A,0,0
Q06413,Q92523,MEF2C,CPT1B,1,1,0,1,1,0,HOCOMOCO_DoRothEA;JASPAR_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q06413,Q9Y5W3,MEF2C,KLF2,1,0,0,0,0,0,FANTOM4_DoRothEA,NA,1,A,0,0
Q06413,P22736,MEF2C,NR4A1,1,0,1,1,0,1,HOCOMOCO_DoRothEA;JASPAR_DoRothEA;ReMap_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q06413,Q9BQB4,MEF2C,SOST,1,0,1,1,0,1,TRRUST_DoRothEA,NA,1,A,0,0
Q14814,P18847,MEF2D,ATF3,1,1,0,1,1,0,JASPAR_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q14814,Q9BQB4,MEF2D,SOST,1,0,1,1,0,1,TRRUST_DoRothEA,NA,1,A,0,0
O75030,P13686,MITF,ACP5,1,1,0,1,1,0,PAZAR_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
O75030,P27695,MITF,APEX1,1,1,0,1,1,0,HOCOMOCO_DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;TFactS_DoRothEA,NA,1,A,0,0
O75030,P10415,MITF,BCL2,1,1,0,1,1,0,PAZAR_DoRothEA;SIGNOR;TFactS_DoRothEA,SIGNOR:12086670,1,A,1,1
